árbol	calabazo debot cuggrawa
árbol	calabazo deikkawa
árbol	camaleón
árbol	canaste camajón
árbol	canoa
árbol	cañamana
árbol	cerbaran semilla
árbol	chaparro kajmaj
árbol	cho
árbol	cocuelo
árbol	daggwra enterolobium
árbol	desnudo ñaabri burserasimaruba
árbol	dukkruwakra annona purpurea
árbol	dukkruwatutikkwi anmnonasqua pelli mosa
árbol	ei
árbol	fruto bot debiisawa
árbol	fruto debeewa
árbol	gaawi
árbol	guasale
árbol	hamaca kraa
árbol	iira
árbol	ittu
árbol	jarikati
árbol	jiira vitex cymosa
árbol	joonti centrolobium paraense
árbol	jootikarawakra elicoccus oliviformis
árbol	kaaramokwarakra licania arborea
árbol	kajbussara caesalpinia ebano
árbol	kajkakkeri
árbol	kajromoroti acacia macracantha
árbol	kajruuruti platymisciam sp
árbol	kalloti wittmackanthus
árbol	konnckra zanthoxylum
árbol	kuunsiwakra hymenaca
árbol	kwaati cavanillesia platanifolia
árbol	kwraarati
árbol	lechuza
árbol	liinta lintatuwa
árbol	maalabo
árbol	maalapu ka pterygota excelsa
árbol	majagua
árbol	majnakuumisa
árbol	manta kooroda liitake
árbol	myiarchus
árbol	pappuwa
árbol	pseudobombax septenatum
árbol	rcc gaggwwwra igkiln
árbol	ri
árbol	sume ojoso
árbol	tiichakra ceiba pentandra
árbol	tiukra melicoccas
árbol	tuggraya pseudobombax man septenatum
árbol	tukkra guazama ulmifolia
árbol	tunnuruwakra lecythis minor
árbol	vr acacia glomerosa
árbol	wanisa
árbol	wigpilo
época	asegurar
época	enamorado
época	nieta
índice	neque
ñaa	sobrina
ñaa	ñaa vrb
ñaabri	másigo
ñaabri	name
ñaakrini	cachito
ñaaya	buche
ñaaya	comida
