aabasu	nombre de hombre
reve	pr nombre de hombre
puda	ad o fétido
puda	nauscabundo
puda	pestilentc
paguw	pestilente
nau	dera
nau	scabundo
pati	el melón
pati	la papaya
pati	tubé lla
pa'pago	macizos
pa'pago	objetos corta grandes
pa'pago	refiriéndose a seres
pa'pago	vre caerse
made	ciertas frutas
hicador	sin vellosidades
raz'	huevos
raajga	ra apartar
raajga	retirar a un lado
raani'	ra arrimarse
raara	encrvarse
raara	enfadarse
raara	irritarsc
jaratuu	enervar a alguien
jaratuu	enfadar
ase'	res
raasekra'	cachito
raasog	japan raasont
raasog	ratón
rajcuwi	rabiar
rakkra	hartarse
rakkwata	prést
residen	ón
joonawa'	kaapato
joonawa'	kajbri
joonawa'	prést
joonawa'	raasog
riggiloa	vrb
tubércu	don
reesa	res
vetcad	mana
nostal	cé
nostal	elancolía
algo	dibujar
algo	diseñar
algo	escribir
piel	a las
piel	de ciertos animales
rokkwa'	nom
roo	vrb
rinart	picar
pukkoru'	f nom
pee	gallina rizada
pee	gu logko
pee	rizada
varic	berr gallineta
tipod	babilla
tipod	palma de vino
tipod	waakwati
gri	de seus
gri	palma de vino
plá	jukket tano musa acuminata
rooyu'	nom
stigkr	oso caballo
esa	pequeño s hormiguero
ruj	detabacojonnawa
ruj	gatopardo
ruj	kaarakanta
rujgaka'	hoja de monte
rukke	vrb
embria	borrachera
embria	mencador
yukkwaya	entrañas
yukkwaya	entrañas ya a
yukkwaya	trisccras
ruttabri	de e nom
figur	bellota
rugwa'	ad ondulado
rugwa'	levantar las plumas
rugwa'	refiriéndose a aves
rugwa'	refiriéndose al cabello
ruku	refregar
ruku	restregar
rukugo'	vrb
joññokwa	pa
myi	saare tubercal cls
cue	kaaraare
past	diversos
past	varios
'cope	cie de ave myiarchus
tyrunns	arches venezuelensis
tyrunns	myiarchus fer
ador	leche materna
saa	adv tana fuerte
saa	dormilón taarasakka
saa	firme
saa	ka
saa	médic takka dico
saa	nooka
saa	ojalá que duermas bien
saa	saggala
sas	moler
saagatta	sesos
inverte	brados como grillos
inverte	casaa racoles
inverte	langostas
saajino	mana
saajino	saíno
saaka	clasificador
saaka	estrecho
saaka	falta de completitud
saaka	impar
saaka	kamujna um dos
saaka	kari dj angosto
saaka	kateyeemekenta num cinco
saaka	objetos atados ocmpacados
saaka	otro
saaka	refiriéndose a objetos
ata	dos o envucitos
ata	juugku
ata	tecriya eleocharis mu
saakraya'	saantu nom nom
mad	saco
mad	varón
saalaprila	p nom
saale	salir
dormi	espiga
castiga	fresco
saanikaa	excl vrb
saawiri'	macho
saawiri'	varón
sakk	los d burros al
hacer	para beber chicha ifugwzanissa
hacer	una maldad
hacer	waarigowi
sañhanar	sakkramanta a nom
sakkwi	apisonar
suwt	ruña
suwt	soolanu
sassada	conjunción consecutiva
sassada	para para rel eso
sassada	por eso
sassada	por lo tanto
sassa'sassada'	seega
resquebra	li jado
sa'daka	v vrb
las	esdelosárboles
las	llegar hasta
las	vri limas de afilar
grande	y macizo
seeya	picotear
see	aquí conciuye su historia
see	b grigate ni negwaabri
see	celia
see	como ramas delos árboles
see	cóncavos mo las tinajas
see	delgados
see	los calderos
see	ofrecer
see	sense dar
see	y m ordun
den	sión
sentakri	coriar nompli sigsinna prést
sentakri	divis seññ
orina	grillo
orina	tigre thera sen seu
orina	uñita
cera	cascabel
veñgs	planta mapaná
especie	chicharrón
especie	roote
siipurt	uñita
sessero	cigarrillo
sessero	grillo
iirulokra'	ciruelo
pur	urea
sikkrilkra'	escupir prev defec angelita
sokkoro'	vivaseca
sirtarira'ri	pl adj chuch peyer
desagra	cies de dable
insul	frijol
tex	plástico
sompe	cucaracha
sonnt	enfadado
sonnt	irritado
sonnt	soññoti enojado
afcitars	prést
butte	pelar
sookito	nom
soosokw	suero
totun	venezolana
estac	agujeta
estac	sombecro
har	noa jeta
har	seres humanos kutteycemekenta
aproxi	mente en octubre
gene	los tres magos
cons	chotiws
kattulrwa	daggera
kattulrwa	kattulwadeera
kattulrwa	sooweda buurari
soowedi'	ruaco
sooweni'	pato
sugganiri	alimento cocido
sugganiri	br adj mucha cocido
suggu'	punda emponzoñar
suggu'	suj sutti
uurader	cé
uurader	disgustarse
uurader	molestarse
nombri	cé
sukkwiga	vrb
sunari	valiente
sunnarikaariwz'	imi nom evapor
cuerpo	angosto
cuerpo	eirregular liikwecri
cuerpo	keera cla
cuerpo	largo
cuerpo	ma
cuerpo	pequeño briitoye
cuerpo	rabia
cuerpo	refiriéndose a un
cuerpo	rudeza
cuerpo	suumisu furia
cuerpo	ti clasificador
cuerpo	tii clasificador
cuerpo	y grande briikwecri
cuerpo	y macizo briigaari
cuerpo	y macizo briikweeri
cuerpo	y redondo waakweccri
suñnataara	zoera pata de muchacho
suunsura	ngo
suunsura	zorro pata de ho
ojo	de giiey
suf	corta nompl dente guarumera
suf	en
suf	for yuu dir vrb
suf	imp sufij sero lucir
suf	ojo de gúey
suf	refiriéndose a estados
ettesa	puerco
sufi	chupado
sufi	dentro de
sufi	en el interior de
inte	duerme dentro maca
inte	saaragate kissasa
haleka	abuclito
haleka	cariño
haleka	peenarisu
taag	que
'krawanisa	ompl tacaloa
yaati	palom kewari
pretiosa	num taama br dos
sicera	alimentos
sicera	palom ria
taapa	bagaña
taalrwa	otro
taalrwa	refiriénwcbidas servidas en recipientes
taalrwa	wa
servi	cé
servi	recipientes
taakwsa	jagúey
taakwsa	li a
lengua	habla
lengua	idioma
lengua	palabra
taatanm	no hablar en secreto
noke	taauku hablarburdamente
cotia	hear palabra
taautad	desgraciado
taautad	miserable
taautad	perverso
purpa	que waencha dina ire
purpa	uezo
teaguku	tabaco
pigoress	tortera
nuevo	a quienes llamamos
nuevo	caria taina
jna	carreto
takkwa'	excl nom en verdad
cié	tiya
vérte	mbares
sin	que se sufija a
sin	teente la gular
tannikra'	bejuco cadena
maño	termitero
prera	que
plu	temple illa
plu	voluntad
sil	esterilla
sil	hoja de luna
sil	junco
sil	tabaco de o
plan	ga tas kraggwika
plan	rática eleocharis mutata
teero	el el vrb
tewera	girando
tewera	pron dando vueltas
tewera	rotando
tero'	tewecab marcarse
desfalle	cimiento
desfalle	cé
te'da	l teesawakra
liber	refiri pepo
añoj	extenderse
añoj	imp dasa beporar
tii	teewitakri
cuc	halla tropezar
pul	unag monata
neta	culeb la
neta	equiw
especies	de peces
grue	chicharrita
tiibr	nom ardit seban
tán	nar agua no
tán	o pli tijera
tán	prést sem timbo
tán	tijera
tiimaajna'	no num se tres
tiimaajna'	objetos
tiimaajna'	refiriéndose a seres
jna'	ad num dos
jna'	objetos
jna'	refiriéndose a seres
tti	cé
cinta	no vrb
otro	cé
otro	objetos tijlaka largos
otro	oblongos
otro	refiriéndose a seres
tíi	nom
oblon	cé tiimujna
oblon	solera
poose	i pose
tran	tintinit
tiiyo	nom
perpendicular	burn niente norte
nae	cha waacha chorida toro
nae	nom waagri español
nae	y milla
sanos	arder
tia	tityw
tia	ñiu
evi	e dente
tokkwi'	comején
ayu	nombre de corazón
teeya	tookr tocar maraca
tyco	sicum
tootutt	no alm
toroda'	ad encc torosu nom
towa'a	achi
towa'a	achiotero
tootebri	nom
to'waal	chi cica pl to
arti	cé
arti	ión
articu	lo
calabazo	bonga majagua
tujgabru'	gi vaquito
tukkra'	guásimo
tunnu	tukkwa asc vrb
tunnuruwakra'	cocuclo
vre	disn frutos
tuntikra'	julio pricto
tuntikra'	sero tuntuni
dina	sacudirse
chorida'	name saíno
tuna	name
tuna	paalinar
tuna	paalinare
tuna	san lanar
tuugat	nom
tuugkeere	ranita
tuuguwa'a	aclarar
tuuguwa'a	esclarecer
tuuguwa'a	ihuminar
tuugwa	mirar
tuugwa	ver
teco	mapurito
carní	voro conepatus semistriatas
tuula	reencontrarse con alguien
tuumakra'	nombre de mujer
guan	bre de mujer
tuuruku'	gua puerco
wist	pl npolo
wist	planta w
imper	bonito
imper	ittikogratawa
imper	monse monsetewa
imper	nublado
imper	tarur montañoso
tuwakwari'	chicharra de semana santa
articula	ción
articula	cé
sur	mana
sur	ú nompli sing saino
kiiri	animal desgraciado
pro	guurt
pro	itual kwiila
pro	kwitwita
pro	lukkta gruttari
pro	nombres
pro	o has visto
pro	res
descen	sentarse sobre el suelo
bekkrati'	cé
bekkrati'	guáimaro
bekkrati'	recto
dor	lucero
dor	músculo del zo
dor	músculo gemelo na
dor	músculo o
dor	wa
tura	tutikckn cls suf
noción	de brote vegetal
agrada	inpi a
ugga	c vrb
ugguta	v vrb
ugguwi	v vrb
ugguwiga	calderos
ugguwiga	v cé
ugguwikri	ni vrb
hoko'wi	augurar
hoko'wi	munciar
hoko'wi	pronosticar
ukapaka	ukkwabr adv vrb
tarar	hach kkegowiti
ukkrakikkrasagra	in nom estarc cejas
objeto	eucalipto
ukkwa	hachar
despe	aproximadamente en mayo
despe	del desbrooe
uuliy	golero
uuga	banco
uuga	polvorin
uukasu	banco
uukasu	banquito
uukasu	cé kaakri
uukasu	kaakrimata
uukasu	la
uukasu	olivo
uukasu	uatakri
uukasu	uti
uukasu	uukri
encogién	armadillo
uuta	uuye vrb
tel	animales
kaakri	uma mata
kaakri	uti
kaakri	uukri
kaakri	uumata
kaakri	uupe
kaakri	wuta
zapatc	tacán
uuyamakra	auyama
traba	uiv
anfi	bocachico
anfi	colectar pescado
anfi	ennaka jiompli bocachico
anfi	pescado
anfi	waakayeri
atemorizarse	asustarse
angus	desasosiego
angus	lwos tia
mno	blanco
mno	cha waacha bajmipita
mno	tres pics
picle	guanábana castilla
tualr	flores de lujo
waaj	t waacha sikkikra
prop	bijao
lati	cone folio
taara	españo
taara	gallineta
taara	guachiclo
bitta	waagra
bitta	weagra emnaka
waaka'	vaca
waakra	guacamaya
waakw	bo throps asper
waakw	colirio
waakw	lagañas rakikkra im
waakw	m paná
waakw	mapaná
waakw	nc ojo
waakw	peeye eya
waakw	pof figara ss
waakw	reciones de los ojos
waakw	waakwa sonti
waakw	waakwa soomtoro
waakw	yeepe eya
preten	amotoso
preten	sidón
wit	ta
waanch	nom
waanias	num nom
waame	pecho de tigre
wae	pecho de tigre
ave	aglios at cheraare
ave	batata
ave	bochere
ave	briggera chondrohieex uncinatus
ave	bukkachu campylorhynchus
ave	cabello kwiikra
ave	carrao
ave	cero
ave	chicaloa
ave	cl joojo
ave	de ague recortar
ave	galápago
ave	garrapatica
ave	gatopardo
ave	guardacaminos
ave	gwajbri saarasakka
ave	hypnelus raficollis
ave	ittil especie de
ave	joochochi
ave	juuntu momotus moa
ave	juuntukcera bula ruficauda
ave	kaggakwa
ave	kaggwakwa
ave	kajpimpiro
ave	kochere
ave	krogkrero campephilas
ave	kukkwa chu chordeiles acutipennis
ave	kwaagkwari
ave	leptodon cayanensis
ave	lojkattodaggera
ave	m brakke
ave	mare
ave	nyctidromus al
ave	objetos largos gruuta
ave	ojoso
ave	owciowe
ave	paaligru ortalis garrala
ave	pai pai
ave	partir
ave	picar
ave	pierna barbalito
ave	pooñig
ave	ro aramides
ave	roj aramides cajanea
ave	romper creer cortejar moo
ave	rukku otus choliba
ave	squamma carpintero
ave	toontato
ave	ussuussu
ave	waagko
ave	wikkrasu aicrastur semitorquatus
ave	árboles covador
waamajna	cé
waamajna	num waans dos
waamajna	objetos re no dondos
waamajna	refiriéndose a seres
waari	des ciac
waarig	paletilla
deu	a int pertarse
deu	anamú
deu	bautizar
deu	cadillo
deu	iv waaseewi fotografiar
deu	rujga m dillo
deu	thus bolsita de cadillo
waasu	concha de armadillo
waasu	tía
yeri	objetos re n dondos
yeri	refiriéndose a seres
wati	recto
wati	vri adj se derecho
waawa	mamífero ivoro cerdocyon thous
waawa	no vrb
waawa	rito de monte
waawa	zorra
waawagowi	escapar
waawagowi	fegarse
waawagowi	jooyalisadapar trs escchar
waawagowi	p aboyentarananimal
waawagowi	vislmbrar
waawagowi	volverse visible
waawagowi	wiika
waggabri	rey golero
man	rey de los gallinazos
man	vrb golero
wainoc	acci
wainoc	acu
wainoc	mokr s vrb a
wainoc	pal dez ge
wajgobri	wakkrita vrb
percibi	vrb
perci	ceiba roja
perci	por el oido wajnoo
perci	tolúa
wakkani	ceiba blanca
wakkani	libélula
wassa	in wakkokwa
wakkomata	vrb
porel	el día de hoy
porel	wattiniki hoy
waugowi	weekaa vrb
weckegs	vrb
weeme	vrb
cómo	relampagucar enla lejanía
weenoo	ad vrb
weenta	amañarse
weenta	nt sem hallarse
weenta	vrb
weentakaa	bals vrb
prési	nota prést
wee'wani	dolencia
wee'wani	no vrb enfermedad
wet	hombre solo
wet	joaco negro
wet	plateado
weetokranta'	camino de santiago
niwai	wentak robar
estar	acción
estar	achiote
estar	acorralar
estar	animales
estar	animales grandes
estar	animales que
estar	balanceándose
estar	bot firicnd
estar	dokka
estar	dose a animales
estar	efecto de robar
estar	en lo alto
estar	en un lugar alto
estar	jcerikaa
estar	jissancka
estar	jissanckaa
estar	kejmeta
estar	mayor guuri
estar	mokri
estar	naakati
estar	naakatika
estar	objetos
estar	objetos largos brectakri
estar	objetos macizos
estar	objetos mo
estar	objetos z mogri
estar	ocupa robo
estar	oenganchando
estar	om sooweda
estar	para alr objetos macizos
estar	refiriéndose a animales
estar	refiriéndose a árboles naarc
estar	regr firiéndose a humanos
estar	ri
estar	sobre el suelo
estar	sobre una superficie
estar	sobre una superficie horizontal
estar	sobre una superficie wa
estar	tc animales grandes
estar	ukka menor maññari
estar	yaka
estar	yanwa
estar	árboles
wetta'	ger
equir	figar criar niños
conoc	verano
altas	sentir calor
wee'wa	a int tranquilo
wee'wa	no sentir ninguna
prote	sompc zoo cucarachero
prote	upervisar
winoo	li eniz
wigpilu	wigtila
wigpilu	wigtiru
wiijma	sol nompl ref yu
wiijma	wigkilu
wiijma	wigpila
wiijma	wigtiru
ahu	pli gow yu
ahu	wigkilu
ahu	wigpila
ahu	wigtila
wwauwa	weugowi
wwauwa	wiikril gowi
wwauwa	wiiwika
wiichaya'owi	wiga
wipa	mazan vrbtrs sila
wipa	sobar
takwaj	sowi
takwaj	we nompl o venado
wiiya	augura simple
wiiya	insipido
wiiya	sin sabor
wiiyabri	lloradero
wiiyago'	dueño del manantial
wiiyago'	sorra
waawe	mgowi
waawe	wii
waawe	wiika
tiite'	briiyece js
tiite'	cuatro
tiite'	diez
tiite'	dos
tiite'	nueve
tiite'	ocho
tiite'	seis
tiite'	siete
tiite'	uno
wiiyagowi	imitar
wiiyagowi	remedar
wiiyamoowi	presentir
wiiyamoowi	saber con anterioridad
sal	adi augurar
wiiya'kagowaya'	calendarios
wiiya'kagowaya'	termómetros
wilao	noa wiima no nom
wijassa	ap saber
wijassa	tener conocimientos
agili	av da a recho
wiyentu	nom
wippo'	d grande
wippo'	mosca gos
wippo'	mosca grande
wipproro'	copetón
cspe	en
enlaca	bre de mujer
fruto	castilla waacha dukkruwa
fruto	árbol de enterarse
vio	refiriéndose a objetos
vio	se
ocn	l referente que designan
pers	cls relati
kii'ro	tú trabajas bien
yaa	bollomojoso
yaa	guiácharo
yaa	ikwarieira barbara
yaa	maluco
yaa	mana mekaariwaa
yaa	mowa
yaa	nookwi
yaa	remunnaa
yaa	tuu
yaa	v nom
yaa	yaatikwari
carnívoro	v eira barbara
yaame	maluco
metuuriwa'a	maluco
situa	ción o un hugar
pigueazos	guicharo
pigueazos	guácharo
pigueazos	ka
yaarituwi	vrb
yaasappi	wari jmpli ácharo
yaan	ducño
yaan	padre
paapa	nomb soowesu gruttari kraari
paapa	p nwebo
paapa	paapasito lido
paapa	paapasu gruttari
paapa	soowesu
gun	risu kraari
gun	yaau takke
gun	yaau takkesu
gun	yaawak yajgasu gruttari
kraart	vrb
cho	a sida poeppigianaj
cho	chiimila
cho	nom rida
personas	kragga plural
personas	kwi plural
personas	padre de los
takkesu'	nom
ubre	dioses
ubre	padres
antig	casa completamente cerrada
yajsikwe	cé
yajsikwe	noa residir
yajsikwe	vivir
yaj	liter padre ment menor
yaj	tener
yaj	yake haber
empk	aunq
empk	nombre de hombre
empk	padre
kraari	vr nom
menti	cé
menti	padre delos yakkwa ette
guien	difunto
yammer	i yajgo malu vrb
kacabr	a pesar de
kacabr	pedir
kacabr	solicitar it
kacabr	sólo dormia s ntar
yannakakwa	herm vrb
yeegz	desplazarse en grupo
yeegz	grupos de animales
yeegz	nom desbandarse
yeegz	vómiti refiriéndose asemillas
yeegz	yeegka seres humanos
criatu	cé
criatu	ras como las hormigas
yanwa	estar alerta
yanwa	prestar atención
yauti	mejor
yauti	más bien
yawati	comemos otra vez
yawati	más bien
yawati	por qué no
yawati	ycegkru
yeekra	ducño
orga	nizador de una actividad
orga	siura
naajga	acompañando kraachago
naajga	yeekwilo tiki
famili	dueños
famili	padres
dife	rentes clases de seres
yes	hermana
yes	prima
hábitos	s del orden pulmonata
yeeta	caracol de agua
yooro	colaborar barba yecyowaya
yooro	envidia
yooro	jukkru
yooro	liga
yooro	nom vrbtrs algo ayudar
yooro	prima
yooro	primo
yooro	waggaya
yoj	vrb
yoanz'	gus rajarsc
yoorojukkru	pelota
enzo	a nom
yooroyoorowakra'	galáp quesito
yoo	galáp brigowi
tamañt	me vrb
yukka	vrb
humi	kicwi pr abrillas
plé	rebuscar
yukkumata	yumal vrb
yumm	yukkwa ca vrb
yukkwayarakra'	chancado
rukkwaya	rakra
yuku'yukugo'	batir un líquido
yummn	loc nom nadie
yuaa	co ningún momento
yuaa	loc r nunca
yuuge'e	yuunal vrb
yuugka	no vrb
yuuguwe'e	om orcar
yuuka	extraviarse
yuuka	yuyake perderse
yu'ma	anciana
montear	cé
bre	bres
'ár	de lumbre handroanthus billbergit
clasifica	de po plano
clasifica	pequeño
segunda	parte diccionario españ olette
español	ette
cquiva	erencia a ilustración
abajo	abajo
abr	abr moowe
abr	moo
melera	peññukragga
kannatu	ace bru
especiede	wiinti
ácido	acostarse saborkwraarani
acostumb	cor luz tunguwaa
kraña	krañagoyc
kraña	nakkan gowi
acné	emel anat ditadan duura
planta	acostado bixa os
planta	amarilla lugkre
planta	ammuna
planta	arej taautadi capparis verrucosa
planta	aristolochi ma tagaar contrapatoco
planta	barbaca
planta	batamb barbaco
planta	blanco sommo
planta	bruuru wa
planta	calabazo de
planta	cañandonga
planta	cereus hexagonas
planta	cimarrón nyoodakra capsicum baccatum
planta	espinoso blccu
planta	jojligkra sesamum alg indicam
planta	juugku
planta	koobru ittiya capparis
planta	macho moogowakra saawiri
planta	majagua ittu
planta	marrón kuuwiyoorokra
planta	mookara sommo amaus dubius
planta	naakiwa
planta	naawika acanthocedelgad reus tetragonus
planta	paaradakraa masa acuminata
planta	pazradakraa musa inata
planta	pecyogkra
planta	ryookra capsicam amara
planta	semilla
planta	taagkrawakra casar jenus cajan
planta	taagkrawatop nisa
planta	takkwa ittiya rawvolfía
planta	tecriya eleocharis mupeque tata
planta	tiiru chakra
planta	waajau serna reticulata
planta	waara
planta	waara rujga
planta	yaanten plantago major
planta	yoorogra gossypium
sestar	unas grande brecbrekwa
hori	adentrar dera
hori	adentro refiriéndose a niños
hori	animales
hori	huecos pronti
hori	kroggoti
hori	recipientes tiñña
hori	waya owi tal sa
seña	pa
kroorimoo	osukroori
sentir	afrecho
sentir	africana
sentir	jecri
sentir	jeerikaa
sentir	jissa
sentir	jissakaa
sentir	krecya krecyakaa
sentir	mekaa
sentir	wajkaa
sentir	wee
abeja	africana
palma	allineta
palma	jukka ennaka sabal
palma	jukka waacha elacis guineensis
palma	león
pez	anímica kossoriya
pez	bajagua
pez	bay
pez	bocona
pez	botifo
pez	chancado
pez	de cantidad bunnc
pez	jummesu
pez	kceru
pez	laa
pez	luggali
pez	nyctibius griseus boni bodoque
bun	an bien consumible jaru
situación	bejtuuriwaa
másomenos	ervida kiiwo
másomenos	loba
ahora	ale jaaya
alg	un animal wawagowi
alg	waugowi
kwrii	alebrestarse
aleta	de un pez gaj
kappa	y sacudirse
cour	baril
alma	del corazón tootuttusu
menos	cercas wi ear
menos	gaari gari
menos	jonsonaanta manta
menos	krecre augurar krere
menos	krecro krero
menos	krokkro krokkro
menos	kwekkweri
menos	maari maarl
menos	u g puyag
menos	wiima wimari
maanritii	abejajormis
sentirse	joorikaa
sentirse	krecyakaa
sentirse	man malambo
sabor	angosto sazka chograwx
sabor	cttekragga
sabor	ennegragga
despla	akkwa
despla	o o sentimiento de
angustia	año waabrariya
bejaco	kallo koroda gouania polygama
goc	apis o brinneneti
goc	kora brinne
dedo	illo
dedo	kokkwa
dedo	kokkwa akkagala
dedo	kokkwa maapren ññari
dedo	piper ambellatam al jaabreraasekra
att	ranu
aproximarse	arco kwaana
aproximarse	ukketoo
paagwa	mocturmaloppo itti
mono	aret bot arará
dura	flor dekajkuusagra
'maiz	paag akkwada
bol	beckara
bol	dajrekko
bol	meckara ampelocera tula
dio	ette koroda
su'la	joorokragga kweerituu
su'la	lació cuerpo kree
asegurar	atemori
asegurar	mowii
asemejarse	un a
mente	figar yuuguwi
mente	gwajgawi
mente	myias gwajgo
mente	yuuti
veme	sis
dejar	estar jissanckaa
dejar	moo
dejar	mooye
dejar	un moowe
lanta	ajnikra
lanta	armmnikra
lanta	bruttukolkra
lanta	majkra ipoatatas
lanta	muntimuntirakra
lanta	wecriya ittiya
lanta	wecriya ittiya morinda royoc
lanta	yaasi kenneriya momordica charantia
lanta	yummekra lagenaria ta
sentimiento	botifo tiibru
armadi	azúc llo koobru sijbrida
armadi	waasu koroda
bot	blanca wakkcro hura crepitans
bot	ca maasicha
bot	horcón
bot	quito tujgabru
bot	rujgaka
bot	sonti
bot	st árbolñaakrini
bot	una especie lebrecga
offici	rem
babilla	bagre
babilla	bal zoo bot kajbrikati
rbol	aantiti coccoloba obovata
rbol	ikkokra acacia glomerosa
rbol	jecrati gyrocarpus americanas
rbol	likkragra combretum fruticosum
rbol	moorokra spondias
rbol	nyooroti myroxylon balsamum
baño	barba
cari	batará
zoo	emeditadamente gwerakkati
zoo	para ahumar carnes jaa
bejuco	bienpa ugwa
bejuco	cydista lilacina kccgwi cauchera
bejuco	maññakra desmoncus anthos
bejuco	tannikra baukrinia glabra
mico	biiku
mico	joo
taakwa	clasificados
poly	uijao gama
kazw	bersattuda
kazw	pela pela becsattuda
quadrival	bot
ungus	cati
serpiemte	berrendo
color	bledo
color	catabre
color	ruunta runta
más	yauti
más	yawati
rde	kraa
rde	kraa chorida
blando	gruuke
ssistencia	gatta clasificador
ikko'e	mookara ikkoc amaranthus
spi	bollor mosus
avispa	botón de oro
avispa	de armadillo koobru sijbrida
avispa	eléc bocachico
avispa	tábanc waasu koroda
mes	bolloblanco
mes	kaktk bollo
borrachito	b zoo al
animal	sunari
convisos	kanne kanne
vegetal	citi clasificador
vegetal	ka dasificador
vegetal	tura clasificador
hacerlo	bugre bugregowi
cabalgar	caballete
galo	par sag sag
cacique	pcenarikraa
pecna	jeto mu siigkri pukkru
pecna	peenarittukra
pecna	riiti pukkr
pecna	y maci rintatu
dichot	cadena
calcular	desde un lugar alto
calcular	refiriéndose a
contener	prunnimata
kuj	rocodylus sp
caldo	camino ruuña
varias	campas tmootc mote
reptil	gwaakwipolychrus marmoratus
reptil	jobón
reptil	kallo
reptil	liimuttu
reptil	liimuttutu cnemiloma dophorus lemniscatus
reptil	lobo
reptil	waana
comporta	candeli miento aate
comporta	caney
jii	we
plantas	joowiga ipo p
plantas	wagga plural
jac	mtia sp
cangrejo	canilla
cangrejo	cañón
carambs	de azúcar abraatura saccharum
offi	cinarum
offi	kitya
excel	bruuruwakra phaseolus
luna	ruto de la
cariaco	avekrcc bot mibis caye
maíz	carreto
cyclocar	carmicera
cyclocar	cascabef
cyclocar	jooweju
cyclocar	pum ney jukka redonda
melanoleu	carracachero
mesembri	cada
mesembri	nibis cayennensis
mesembri	phimosus infuscatus
tuu	kakkrasig
castigo	cenizo
arma	kwiiwita cera cazadora
kaarataka	kaaratakkewa
kaarataka	rawa
maja	cejas anat cercar ukkrakikkrasagra
kunzaka	kuusakagatta
cerro	y obl ittikogra
ladodel	jartiniki
cucarrón	gaapu
cucarrón	kcesa kosa
clarida	ditis cóncavos briiteyeemekenta
yeeme	de kenta
clavícu	redondos wa
clavícu	seres u objetos esfíricos
liite'yceme	un grupo dejatta
alimento	sugganiri
yukku	code chic mata
eegowaya	coclada
gallina	enano
gallina	kiironumida meleagris
tnsecto	de monte patu
tnsecto	palu wakkwa
insecto	cocuyo
llevar	gattibri
llevar	l noción de
llevar	un objeto gate
kuuti	gow
kwrecwi	kri
cón	sl cavo progkri
completamente	conduci jara
completamente	owi
confund	concha
confund	congo
gotar	jaarowi
gotar	jazro
contar	copey wiiyakago
ares	coral
litto	contrapietra
litto	corneta
fron	zoo dosa
sapo	coronco zoo convertir
sapo	corral
sapo	el aspecto
correr	costoso wawa
cosecha	animal kiirikiiriwa
crío	ropa waggajiita
ita	krcemedi
anat	cuba
maiz	ladu
maiz	lampu
cumbrera	curiosid arq
chachi	chi zoo bot
chicharra	zoo e koñño
nimal	bitto dittake
nimal	poonchi
nimal	wiisatu hydrochoerus hydrochaeris
antiguos	ette chorida
antiguos	ibrinanta
antiguos	tiibrimanta
rilpiés	binno
rilpiés	kajmimiro
rilpiés	minno
bas	oncillo de la cabecera
bas	véanse guras
chivato	cha bot zoc
abru	aaugenta
abru	zoc genta
rve	chokkrikwa
rve	sokkrikwa todiros rum cinereum
rve	todirostrum nigriceps pa chupa
ecena	kokkwa kwcerini
ecena	kokkwa kwecerini
ecena	kokkwa maññari
ecena	kokkwa sooweda
ecena	índice kokkwa akkagala
efender	a alguien jaasakwa
efender	kisatuwi
esta	de salud kejmeta
esta	yaamenconiwaa
demacrado	lakati
demacrado	lakatika
depresión	en la tierra kogkra
lado	gwreedesbar seva gr
resya	sem derribar
firiénd	ado ini
firiénd	dipputtuda
osentimientode	waabrakaariwz
desbordar	desért agua
dujbranakaa	riwa
despri	a alguien ajgoka
peli	bei groteente laatee
lesvá	a alguien brajgata
lesvá	brajgawita
desplazarse	yu
desplazarse	yuu
duranteel	diggasa
sont	muela dij aggra
rse	raarakaa
rse	tuttudakaa
doler	obje wec
yaau	yawekkwi
consistencia	oda
ebano	elev bot
interro	emb gativos
interro	negativos
interro	relativos
interro	stivos
verbos	elaborar emb
verbos	nine
empacado	encend noción de
empacado	refiriéndose a seres
adesivo	la
adesivo	wa
adesivo	ña
imesivo	enana
venado	lochutikkwi mazama
gouazou	krec bira
akko	de fuego priimukakka
engendrar	enjaulado
llo	breenso brenso
llo	isa isa
llo	kollo o
llo	paayani
llo	tuugwa rugwa
enumerar	kwakwita
envidi	ref yettatuwi
mumirin	esclarec tala
cami	nan erguidos
cami	objetos largos naajgriga
naaj	acuta mata
riplo	un objeto naajgo
escorpión	loopo
escorpión	paagwa
esos	de con
gec	waacha chorida
maj	gu nakuusagranisa
briikanakke	estim nisa
geen	tugranisa
ham	astr bre kikkradarinisa
mueble	jaz
perro	krutikkwi
inferior	wettao
buu	rari
extensi	moció ookiyaalla
extensi	ookiyala
excremento	ganta clasificador
gwaa	ya
ele	veckri
extinguirse	extravi el fuego gitti
corporal	kwa clasificador
fabricar	fahar
fabricar	yaggriri
favor	pedir unyaanookwi
olor	de olor n
olor	muyag
fila	roor final jassasakreya
flui	foco
tronco	más o
tronco	paajni
kajkuusagra	detierra
kajkuusagra	refiriéndose a varias
ctificar	refiriéndose a plantas yakke
broo	brona
cionar	aparatos
cionar	refiriéndose a máquinas
sunna	rikaariwaa
gaira	galandria
sij	ga bei coragyps atratus
rey	aabrintalakkra sarcoramplus papa
rey	waggabrilakkra
rey	waggabrinta
rey	waggabrintalakkra sarcoramphus papa
caja	nea
garganta	garrapatero
geco	pckkrutu sijbrida gonetodes albogularis
geco	zoo tod reptiljoogkowellu pckkrutu
ambiente	saanituuriwaa
